Player,Date,Ranking Points
Andy Murray,2010/02/22,7300
Andy Murray,2010/02/15,7300
Andy Murray,2010/02/08,7800
Andy Murray,2010/02/01,7800
Andy Murray,2010/01/18,6780
Andy Murray,2010/01/11,6780
Andy Murray,2010/01/04,7030
Andy Murray,2009/12/28,7030
Andy Murray,2009/12/21,7030
Andy Murray,2009/12/14,7030
Andy Murray,2009/12/07,7030
Andy Murray,2009/11/30,7030
Andy Murray,2009/11/23,6630
Andy Murray,2009/11/16,6630
Andy Murray,2009/11/09,7140
Andy Murray,2009/11/02,6640
Andy Murray,2009/10/26,6890
Andy Murray,2009/10/19,7390
Andy Murray,2009/10/12,8390
Andy Murray,2009/10/05,8390
Andy Murray,2009/09/28,8390
Andy Murray,2009/09/21,8390
Andy Murray,2009/09/14,8390
Andy Murray,2009/08/31,9610
Andy Murray,2009/08/24,9610
Andy Murray,2009/08/17,9250
Andy Murray,2009/08/10,8260
Andy Murray,2009/08/03,8260
Andy Murray,2009/07/27,9260
Andy Murray,2009/07/20,9700
Andy Murray,2009/07/13,9450
Andy Murray,2009/07/06,9450
Andy Murray,2009/06/22,9230
Andy Murray,2009/06/15,9230
Andy Murray,2009/06/08,9230
Andy Murray,2009/05/25,9020
Andy Murray,2009/05/18,9020
Andy Murray,2009/05/11,8990
Andy Murray,2009/05/04,8810
Andy Murray,2009/04/27,9050
Andy Murray,2009/04/20,8950
Andy Murray,2009/04/13,8840
Andy Murray,2009/04/06,8840
Andy Murray,2009/03/23,7850
Andy Murray,2009/03/09,7400
Andy Murray,2009/03/02,7400
Andy Murray,2009/02/23,7460
Andy Murray,2009/02/16,7460
Andy Murray,2009/02/09,7360
Andy Murray,2009/02/02,7360
Andy Murray,2009/01/19,7190
Andy Murray,2009/01/12,7190
Andy Murray,2009/01/05,7050
Andy Murray,2008/12/29,3720
Andy Murray,2008/12/22,3720
Andy Murray,2008/12/15,3720
Andy Murray,2008/12/08,3720
Andy Murray,2008/12/01,3720
Andy Murray,2008/11/24,3720
Andy Murray,2008/11/17,3720
Andy Murray,2008/11/10,3420
Andy Murray,2008/11/03,3420
Andy Murray,2008/10/27,3420
Andy Murray,2008/10/20,3420
Andy Murray,2008/10/13,2995
Andy Murray,2008/10/06,2995
Andy Murray,2008/09/29,3040
Andy Murray,2008/09/22,3040
Andy Murray,2008/09/15,3040
Andy Murray,2008/09/08,3040
Andy Murray,2008/08/25,2415
Andy Murray,2008/08/18,2415
Andy Murray,2008/08/11,2300
Andy Murray,2008/08/04,2135
Andy Murray,2008/07/28,1835
Andy Murray,2008/07/21,1730
Andy Murray,2008/07/14,1805
Andy Murray,2008/07/07,1805
Andy Murray,2008/06/23,1555
Andy Murray,2008/06/16,1555
Andy Murray,2008/06/09,1555
Andy Murray,2008/05/26,1480
Andy Murray,2008/05/19,1480
Andy Murray,2008/05/12,1410
Andy Murray,2008/05/05,1380
Andy Murray,2008/04/28,1380
Andy Murray,2008/04/21,1330
Andy Murray,2008/04/14,1305
Andy Murray,2008/04/07,1305
Andy Murray,2008/03/24,1525
Andy Murray,2008/03/10,1675
Andy Murray,2008/03/03,1625
Andy Murray,2008/02/25,1625
Andy Murray,2008/02/18,1710
Andy Murray,2008/02/11,1685
Andy Murray,2008/02/04,1685
Andy Murray,2008/01/28,1685
Andy Murray,2008/01/14,1830
Andy Murray,2008/01/07,1830
Andy Murray,2007/12/31,1755
Andy Murray,2007/12/24,1755
Andy Murray,2007/12/17,1755
Andy Murray,2007/12/10,1755
Andy Murray,2007/12/03,1755
Andy Murray,2007/11/26,1755
Andy Murray,2007/11/19,1755
Andy Murray,2007/11/12,1755
Andy Murray,2007/11/05,1755
Andy Murray,2007/10/29,1705
Andy Murray,2007/10/22,1480
Andy Murray,2007/10/15,1480
Andy Murray,2007/10/08,1455
Andy Murray,2007/10/01,1340
Andy Murray,2007/09/24,1345
Andy Murray,2007/09/17,1345
Andy Murray,2007/09/10,1345
Andy Murray,2007/08/27,1420
Andy Murray,2007/08/20,1420
Andy Murray,2007/08/13,1540
Andy Murray,2007/08/06,1730
Andy Murray,2007/07/30,1865
Andy Murray,2007/07/23,1865
Andy Murray,2007/07/16,1865
Andy Murray,2007/07/09,1935
Andy Murray,2007/06/25,2085
Andy Murray,2007/06/18,2085
Andy Murray,2007/06/11,2085
Andy Murray,2007/05/28,2090
Andy Murray,2007/05/21,2090
Andy Murray,2007/05/14,2120
Andy Murray,2007/05/07,2120
Andy Murray,2007/04/30,2120
Andy Murray,2007/04/23,2120
Andy Murray,2007/04/16,2125
Andy Murray,2007/04/09,2125
Andy Murray,2007/04/02,2125
Andy Murray,2007/03/19,1905
Andy Murray,2007/03/05,1700
Andy Murray,2007/02/26,1700
Andy Murray,2007/02/19,1650
Andy Murray,2007/02/12,1650
Andy Murray,2007/02/05,1650
Andy Murray,2007/01/29,1650
Andy Murray,2007/01/15,1505
Andy Murray,2007/01/08,1505
Andy Murray,2007/01/01,1370
Andy Murray,2006/12/18,1370
Andy Murray,2006/12/11,1370
Andy Murray,2006/12/04,1370
Andy Murray,2006/11/27,1370
Andy Murray,2006/11/20,1370
Andy Murray,2006/11/13,1370
Andy Murray,2006/11/06,1370
Andy Murray,2006/10/30,1310
Andy Murray,2006/10/23,1355
Andy Murray,2006/10/16,1295
Andy Murray,2006/10/09,1295
Andy Murray,2006/10/02,1301
Andy Murray,2006/09/25,1400
Andy Murray,2006/09/18,1400
Andy Murray,2006/09/11,1400
Andy Murray,2006/08/28,1300
Andy Murray,2006/08/21,1300
Andy Murray,2006/08/14,1210
Andy Murray,2006/08/07,1035
Andy Murray,2006/07/31,916
Andy Murray,2006/07/24,916
Andy Murray,2006/07/17,916
Andy Murray,2006/07/10,901
Andy Murray,2006/06/26,826
Andy Murray,2006/06/19,802
Andy Murray,2006/06/12,802
Andy Murray,2006/05/29,817
Andy Murray,2006/05/22,817
Andy Murray,2006/05/15,797
Andy Murray,2006/05/08,807
Andy Murray,2006/05/01,807
Andy Murray,2006/04/24,807
Andy Murray,2006/04/17,817
Andy Murray,2006/04/10,817
Andy Murray,2006/04/03,817
Andy Murray,2006/03/20,826
Andy Murray,2006/03/13,816
Andy Murray,2006/03/06,816
Andy Murray,2006/02/27,816
Andy Murray,2006/02/20,763
Andy Murray,2006/02/13,593
Andy Murray,2006/02/06,593
Andy Murray,2006/01/30,593
Andy Murray,2006/01/16,593
Andy Murray,2006/01/09,582
Andy Murray,2006/01/02,571
Andy Murray,2005/12/26,571
Andy Murray,2005/12/19,571
Andy Murray,2005/12/12,587
Andy Murray,2005/12/05,587
Andy Murray,2005/11/28,587
Andy Murray,2005/11/21,587
Andy Murray,2005/11/14,587
Andy Murray,2005/11/07,587
Andy Murray,2005/10/31,587
Andy Murray,2005/10/24,531
Andy Murray,2005/10/17,531
Andy Murray,2005/10/10,531
Andy Murray,2005/10/03,514
Andy Murray,2005/09/26,396
Andy Murray,2005/09/19,396
Andy Murray,2005/09/12,396
Andy Murray,2005/08/29,358
Andy Murray,2005/08/22,358
Andy Murray,2005/08/15,329
Andy Murray,2005/08/08,291
Andy Murray,2005/08/01,277
Andy Murray,2005/07/25,264
Andy Murray,2005/07/18,255
Andy Murray,2005/07/11,196
Andy Murray,2005/07/04,186
Andy Murray,2005/06/20,111
Andy Murray,2005/06/13,111
Andy Murray,2005/06/06,91
Andy Murray,2005/05/23,92
Andy Murray,2005/05/16,87
Andy Murray,2005/05/09,85
Andy Murray,2005/05/02,81
Andy Murray,2005/04/25,81
Andy Murray,2005/04/18,72
Andy Murray,2005/04/11,72
Andy Murray,2005/04/04,72
Andy Murray,2005/03/21,65
Andy Murray,2005/03/07,65
Andy Murray,2005/02/28,65
Andy Murray,2005/02/21,65
Andy Murray,2005/02/14,65
Andy Murray,2005/02/07,65
Andy Murray,2005/01/31,65
Andy Murray,2005/01/17,65
Andy Murray,2005/01/10,65
Andy Murray,2004/12/20,65
Andy Murray,2004/12/13,41
Andy Murray,2004/12/06,41
Andy Murray,2004/11/29,42
Andy Murray,2004/11/22,42
Andy Murray,2004/11/15,42
Andy Murray,2004/11/08,42
Andy Murray,2004/11/01,42
Andy Murray,2004/10/25,47
Andy Murray,2004/10/18,46
Andy Murray,2004/10/11,44
Andy Murray,2004/10/04,50
Andy Murray,2004/09/27,62
Andy Murray,2004/09/20,62
Andy Murray,2004/09/13,62
Andy Murray,2004/08/30,50
Andy Murray,2004/08/23,49
Andy Murray,2004/08/16,43
Andy Murray,2004/08/09,31
Andy Murray,2004/08/02,31
Andy Murray,2004/07/26,32
Andy Murray,2004/07/19,32
Andy Murray,2004/07/12,43
Andy Murray,2004/07/05,38
Andy Murray,2004/06/21,38
Andy Murray,2004/06/14,38
Andy Murray,2004/06/07,38
Andy Murray,2004/05/24,37
Andy Murray,2004/05/17,37
Andy Murray,2004/05/10,37
Andy Murray,2004/05/03,37
Andy Murray,2004/04/26,37
Andy Murray,2004/04/19,37
Andy Murray,2004/04/12,37
Andy Murray,2004/04/05,37
Andy Murray,2004/03/22,37
Andy Murray,2004/03/08,37
Andy Murray,2004/03/01,37
Andy Murray,2004/02/23,37
Andy Murray,2004/02/16,37
Andy Murray,2004/02/09,37
Andy Murray,2004/02/02,37
Andy Murray,2004/01/19,37
Andy Murray,2004/01/12,37
Andy Murray,2003/12/15,37
Andy Murray,2003/12/08,37
Stanislas Wawrinka,2013/12/02,3730
Stanislas Wawrinka,2013/11/25,3730
Stanislas Wawrinka,2013/11/18,3730
Stanislas Wawrinka,2013/11/11,3730
Stanislas Wawrinka,2013/11/04,3330
Stanislas Wawrinka,2013/10/28,3240
Stanislas Wawrinka,2013/10/21,3240
Stanislas Wawrinka,2013/10/14,3240
Stanislas Wawrinka,2013/10/07,3150
Stanislas Wawrinka,2013/09/30,3150
Stanislas Wawrinka,2013/09/23,3150
Stanislas Wawrinka,2013/09/16,3150
Stanislas Wawrinka,2013/09/09,3150
Stanislas Wawrinka,2013/08/26,2610
Stanislas Wawrinka,2013/08/19,2610
Stanislas Wawrinka,2013/08/12,2925
Stanislas Wawrinka,2013/08/05,2915
Stanislas Wawrinka,2013/07/29,2915
Stanislas Wawrinka,2013/07/22,2915
Stanislas Wawrinka,2013/07/15,2915
Stanislas Wawrinka,2013/07/08,2915
Stanislas Wawrinka,2013/06/24,2915
Stanislas Wawrinka,2013/06/17,2810
Stanislas Wawrinka,2013/06/10,2810
Stanislas Wawrinka,2013/05/27,2630
Stanislas Wawrinka,2013/05/20,2630
Stanislas Wawrinka,2013/05/13,2675
Stanislas Wawrinka,2013/05/06,2165
Stanislas Wawrinka,2013/04/29,2005
Stanislas Wawrinka,2013/04/22,2005
Stanislas Wawrinka,2013/04/15,2005
Stanislas Wawrinka,2013/04/08,1960
Stanislas Wawrinka,2013/04/01,1960
Stanislas Wawrinka,2013/03/18,1960
Stanislas Wawrinka,2013/03/04,1915
Stanislas Wawrinka,2013/02/25,2050
Stanislas Wawrinka,2013/02/18,1990
Stanislas Wawrinka,2013/02/11,1990
Stanislas Wawrinka,2013/02/04,1990
Stanislas Wawrinka,2013/01/28,1990
Stanislas Wawrinka,2013/01/14,1900
Stanislas Wawrinka,2013/01/07,1900
Stanislas Wawrinka,2012/12/31,1900
Stanislas Wawrinka,2012/12/24,1900
Stanislas Wawrinka,2012/12/17,1900
Stanislas Wawrinka,2012/12/10,1900
Stanislas Wawrinka,2012/12/03,1900
Stanislas Wawrinka,2012/11/26,1900
Stanislas Wawrinka,2012/11/19,1900
Stanislas Wawrinka,2012/11/12,1900
Stanislas Wawrinka,2012/11/05,1900
Stanislas Wawrinka,2012/10/29,1955
Stanislas Wawrinka,2012/10/22,1955
Stanislas Wawrinka,2012/10/15,1955
Stanislas Wawrinka,2012/10/08,1955
Stanislas Wawrinka,2012/10/01,1865
Stanislas Wawrinka,2012/09/24,1865
Stanislas Wawrinka,2012/09/17,1865
Stanislas Wawrinka,2012/09/10,1865
Stanislas Wawrinka,2012/08/27,1730
Stanislas Wawrinka,2012/08/20,1730
Stanislas Wawrinka,2012/08/13,1380
Stanislas Wawrinka,2012/08/06,1560
Stanislas Wawrinka,2012/07/30,1470
Stanislas Wawrinka,2012/07/23,1470
Stanislas Wawrinka,2012/07/16,1470
Stanislas Wawrinka,2012/07/09,1470
Stanislas Wawrinka,2012/06/25,1505
Stanislas Wawrinka,2012/06/18,1505
Stanislas Wawrinka,2012/06/11,1505
Stanislas Wawrinka,2012/05/28,1505
Stanislas Wawrinka,2012/05/21,1505
Stanislas Wawrinka,2012/05/14,1505
Stanislas Wawrinka,2012/05/07,1505
Stanislas Wawrinka,2012/04/30,1425
Stanislas Wawrinka,2012/04/23,1425
Stanislas Wawrinka,2012/04/16,1290
Stanislas Wawrinka,2012/04/09,1290
Stanislas Wawrinka,2012/04/02,1290
Stanislas Wawrinka,2012/03/19,1300
Stanislas Wawrinka,2012/03/05,1435
Stanislas Wawrinka,2012/02/27,1300
Stanislas Wawrinka,2012/02/20,1300
Stanislas Wawrinka,2012/02/13,1345
Stanislas Wawrinka,2012/02/06,1345
Stanislas Wawrinka,2012/01/30,1345
Stanislas Wawrinka,2012/01/16,1615
Stanislas Wawrinka,2012/01/09,1615
Stanislas Wawrinka,2012/01/02,1820
Stanislas Wawrinka,2011/12/26,1820
Stanislas Wawrinka,2011/12/19,1820
Stanislas Wawrinka,2011/12/12,1820
Stanislas Wawrinka,2011/12/05,1820
Stanislas Wawrinka,2011/11/28,1820
Stanislas Wawrinka,2011/11/21,1820
Stanislas Wawrinka,2011/11/14,1820
Stanislas Wawrinka,2011/11/07,1900
Stanislas Wawrinka,2011/10/31,1765
Stanislas Wawrinka,2011/10/24,1765
Stanislas Wawrinka,2011/10/17,1765
Stanislas Wawrinka,2011/10/10,1720
Stanislas Wawrinka,2011/10/03,1720
Stanislas Wawrinka,2011/09/26,1720
Stanislas Wawrinka,2011/09/19,1720
Stanislas Wawrinka,2011/09/12,1720
Stanislas Wawrinka,2011/08/29,2035
Stanislas Wawrinka,2011/08/22,2035
Stanislas Wawrinka,2011/08/15,2070
Stanislas Wawrinka,2011/08/08,1935
Stanislas Wawrinka,2011/08/01,1935
Stanislas Wawrinka,2011/07/25,1935
Stanislas Wawrinka,2011/07/18,1935
Stanislas Wawrinka,2011/07/11,1935
Stanislas Wawrinka,2011/07/04,1935
Stanislas Wawrinka,2011/06/20,1900
Stanislas Wawrinka,2011/06/13,1900
Stanislas Wawrinka,2011/06/06,1920
Stanislas Wawrinka,2011/05/23,1920
Stanislas Wawrinka,2011/05/16,1920
Stanislas Wawrinka,2011/05/09,1920
Stanislas Wawrinka,2011/05/02,2000
Stanislas Wawrinka,2011/04/25,2090
Stanislas Wawrinka,2011/04/18,2090
Stanislas Wawrinka,2011/04/11,2180
Stanislas Wawrinka,2011/04/04,2320
Stanislas Wawrinka,2011/03/21,2355
Stanislas Wawrinka,2011/03/07,2175
Stanislas Wawrinka,2011/02/28,2175
Stanislas Wawrinka,2011/02/21,2125
Stanislas Wawrinka,2011/02/14,2125
Stanislas Wawrinka,2011/02/07,2125
Stanislas Wawrinka,2011/01/31,2125
Stanislas Wawrinka,2011/01/17,1855
Stanislas Wawrinka,2011/01/10,1855
Stanislas Wawrinka,2011/01/03,1755
Stanislas Wawrinka,2010/12/27,1755
Stanislas Wawrinka,2010/12/20,1755
Stanislas Wawrinka,2010/12/13,1755
Stanislas Wawrinka,2010/12/06,1755
Stanislas Wawrinka,2010/11/29,1755
Stanislas Wawrinka,2010/11/22,1755
Stanislas Wawrinka,2010/11/15,1755
Stanislas Wawrinka,2010/11/08,1675
Stanislas Wawrinka,2010/11/01,1720
Stanislas Wawrinka,2010/10/25,1720
Stanislas Wawrinka,2010/10/18,1720
Stanislas Wawrinka,2010/10/11,1765
Stanislas Wawrinka,2010/10/04,1855
Stanislas Wawrinka,2010/09/27,1855
Stanislas Wawrinka,2010/09/20,1855
Stanislas Wawrinka,2010/09/13,1860
Stanislas Wawrinka,2010/08/30,1510
Stanislas Wawrinka,2010/08/23,1510
Stanislas Wawrinka,2010/08/16,1475
Stanislas Wawrinka,2010/08/09,1520
Stanislas Wawrinka,2010/08/02,1585
Stanislas Wawrinka,2010/07/26,1585
Stanislas Wawrinka,2010/07/19,1520
Stanislas Wawrinka,2010/07/12,1520
Stanislas Wawrinka,2010/07/05,1520
Stanislas Wawrinka,2010/06/21,1690
Stanislas Wawrinka,2010/06/14,1690
Stanislas Wawrinka,2010/06/07,1690
Stanislas Wawrinka,2010/05/24,1600
Stanislas Wawrinka,2010/05/17,1600
Stanislas Wawrinka,2010/05/10,1600
Stanislas Wawrinka,2010/05/03,1600
Stanislas Wawrinka,2010/04/26,1510
Stanislas Wawrinka,2010/04/19,1510
Stanislas Wawrinka,2010/04/12,1780
Stanislas Wawrinka,2010/04/05,1630
Stanislas Wawrinka,2010/03/22,1675
Stanislas Wawrinka,2010/03/08,1765
Stanislas Wawrinka,2010/03/01,1765
Stanislas Wawrinka,2010/02/22,1765
Stanislas Wawrinka,2010/02/15,1765
Stanislas Wawrinka,2010/02/08,1765
Stanislas Wawrinka,2010/02/01,1765
Stanislas Wawrinka,2010/01/18,1765
Stanislas Wawrinka,2010/01/11,1765
Stanislas Wawrinka,2010/01/04,1635
Stanislas Wawrinka,2009/12/28,1635
Stanislas Wawrinka,2009/12/21,1635
Stanislas Wawrinka,2009/12/14,1635
Stanislas Wawrinka,2009/12/07,1635
Stanislas Wawrinka,2009/11/30,1635
Stanislas Wawrinka,2009/11/23,1635
Stanislas Wawrinka,2009/11/16,1635
Stanislas Wawrinka,2009/11/09,1625
Stanislas Wawrinka,2009/11/02,1580
Stanislas Wawrinka,2009/10/26,1590
Stanislas Wawrinka,2009/10/19,1590
Stanislas Wawrinka,2009/10/12,1650
Stanislas Wawrinka,2009/10/05,1560
Stanislas Wawrinka,2009/09/28,1560
Stanislas Wawrinka,2009/09/21,1560
Stanislas Wawrinka,2009/09/14,1555
Stanislas Wawrinka,2009/08/31,1845
Stanislas Wawrinka,2009/08/24,1845
Stanislas Wawrinka,2009/08/17,1835
Stanislas Wawrinka,2009/08/10,1795
Stanislas Wawrinka,2009/08/03,1795
Stanislas Wawrinka,2009/07/27,1775
Stanislas Wawrinka,2009/07/20,1925
Stanislas Wawrinka,2009/07/13,1925
Stanislas Wawrinka,2009/07/06,2075
Stanislas Wawrinka,2009/06/22,2195
Stanislas Wawrinka,2009/06/15,2195
Stanislas Wawrinka,2009/06/08,2095
Stanislas Wawrinka,2009/05/25,2155
Stanislas Wawrinka,2009/05/18,2155
Stanislas Wawrinka,2009/05/11,2135
Stanislas Wawrinka,2009/05/04,2835
Stanislas Wawrinka,2009/04/27,3015
Stanislas Wawrinka,2009/04/20,2980
Stanislas Wawrinka,2009/04/13,2620
Stanislas Wawrinka,2009/04/06,2620
Stanislas Wawrinka,2009/03/23,2540
Stanislas Wawrinka,2009/03/09,2700
Stanislas Wawrinka,2009/03/02,2660
Stanislas Wawrinka,2009/02/23,2660
Stanislas Wawrinka,2009/02/16,2660
Stanislas Wawrinka,2009/02/09,2690
Stanislas Wawrinka,2009/02/02,2690
Stanislas Wawrinka,2009/01/19,2670
Stanislas Wawrinka,2009/01/12,2670
Stanislas Wawrinka,2009/01/05,2670
Stanislas Wawrinka,2008/12/29,1510
Stanislas Wawrinka,2008/12/22,1510
Stanislas Wawrinka,2008/12/15,1510
Stanislas Wawrinka,2008/12/08,1510
Stanislas Wawrinka,2008/12/01,1510
Stanislas Wawrinka,2008/11/24,1510
Stanislas Wawrinka,2008/11/17,1510
Stanislas Wawrinka,2008/11/10,1510
Stanislas Wawrinka,2008/11/03,1510
Stanislas Wawrinka,2008/10/27,1580
Stanislas Wawrinka,2008/10/20,1590
Stanislas Wawrinka,2008/10/13,1520
Stanislas Wawrinka,2008/10/06,1670
Stanislas Wawrinka,2008/09/29,1670
Stanislas Wawrinka,2008/09/22,1670
Stanislas Wawrinka,2008/09/15,1670
Stanislas Wawrinka,2008/09/08,1670
Stanislas Wawrinka,2008/08/25,1670
Stanislas Wawrinka,2008/08/18,1695
Stanislas Wawrinka,2008/08/11,1650
Stanislas Wawrinka,2008/08/04,1610
Stanislas Wawrinka,2008/07/28,1685
Stanislas Wawrinka,2008/07/21,1660
Stanislas Wawrinka,2008/07/14,1785
Stanislas Wawrinka,2008/07/07,1760
Stanislas Wawrinka,2008/06/23,1615
Stanislas Wawrinka,2008/06/16,1615
Stanislas Wawrinka,2008/06/09,1615
Stanislas Wawrinka,2008/05/26,1575
Stanislas Wawrinka,2008/05/19,1575
Stanislas Wawrinka,2008/05/12,1545
Stanislas Wawrinka,2008/05/05,1200
Stanislas Wawrinka,2008/04/28,1090
Stanislas Wawrinka,2008/04/21,1100
Stanislas Wawrinka,2008/04/14,1085
Stanislas Wawrinka,2008/04/07,1085
Stanislas Wawrinka,2008/03/24,1080
Stanislas Wawrinka,2008/03/10,955
Stanislas Wawrinka,2008/03/03,955
Stanislas Wawrinka,2008/02/25,955
Stanislas Wawrinka,2008/02/18,955
Stanislas Wawrinka,2008/02/11,955
Stanislas Wawrinka,2008/02/04,955
Stanislas Wawrinka,2008/01/28,955
Stanislas Wawrinka,2008/01/14,995
Stanislas Wawrinka,2008/01/07,995
Stanislas Wawrinka,2007/12/31,820
Stanislas Wawrinka,2007/12/24,820
Stanislas Wawrinka,2007/12/17,820
Stanislas Wawrinka,2007/12/10,820
Stanislas Wawrinka,2007/12/03,820
Stanislas Wawrinka,2007/11/26,820
Stanislas Wawrinka,2007/11/19,820
Stanislas Wawrinka,2007/11/12,820
Stanislas Wawrinka,2007/11/05,820
Stanislas Wawrinka,2007/10/29,780
Stanislas Wawrinka,2007/10/22,865
Stanislas Wawrinka,2007/10/15,860
Stanislas Wawrinka,2007/10/08,745
Stanislas Wawrinka,2007/10/01,745
Stanislas Wawrinka,2007/09/24,745
Stanislas Wawrinka,2007/09/17,745
Stanislas Wawrinka,2007/09/10,745
Stanislas Wawrinka,2007/08/27,670
Stanislas Wawrinka,2007/08/20,630
Stanislas Wawrinka,2007/08/13,700
Stanislas Wawrinka,2007/08/06,665
Stanislas Wawrinka,2007/07/30,665
Stanislas Wawrinka,2007/07/23,840
Stanislas Wawrinka,2007/07/16,690
Stanislas Wawrinka,2007/07/09,695
Stanislas Wawrinka,2007/06/25,765
Stanislas Wawrinka,2007/06/18,770
Stanislas Wawrinka,2007/06/11,770
Stanislas Wawrinka,2007/05/28,740
Stanislas Wawrinka,2007/05/21,740
Stanislas Wawrinka,2007/05/14,740
Stanislas Wawrinka,2007/05/07,740
Stanislas Wawrinka,2007/04/30,740
Stanislas Wawrinka,2007/04/23,870
Stanislas Wawrinka,2007/04/16,875
Stanislas Wawrinka,2007/04/09,875
Stanislas Wawrinka,2007/04/02,875
Stanislas Wawrinka,2007/03/19,895
Stanislas Wawrinka,2007/03/05,915
Stanislas Wawrinka,2007/02/26,915
Stanislas Wawrinka,2007/02/19,915
Stanislas Wawrinka,2007/02/12,915
Stanislas Wawrinka,2007/02/05,915
Stanislas Wawrinka,2007/01/29,925
Stanislas Wawrinka,2007/01/15,885
Stanislas Wawrinka,2007/01/08,950
Stanislas Wawrinka,2007/01/01,950
Stanislas Wawrinka,2006/12/18,950
Stanislas Wawrinka,2006/12/11,950
Stanislas Wawrinka,2006/12/04,950
Stanislas Wawrinka,2006/11/27,950
Stanislas Wawrinka,2006/11/20,950
Stanislas Wawrinka,2006/11/13,950
Stanislas Wawrinka,2006/11/06,950
Stanislas Wawrinka,2006/10/30,958
Stanislas Wawrinka,2006/10/23,858
Stanislas Wawrinka,2006/10/16,858
Stanislas Wawrinka,2006/10/09,803
Stanislas Wawrinka,2006/10/02,803
Stanislas Wawrinka,2006/09/25,803
Stanislas Wawrinka,2006/09/18,803
Stanislas Wawrinka,2006/09/11,803
Stanislas Wawrinka,2006/08/28,803
Stanislas Wawrinka,2006/08/21,798
Stanislas Wawrinka,2006/08/14,728
Stanislas Wawrinka,2006/08/07,743
Stanislas Wawrinka,2006/07/31,743
Stanislas Wawrinka,2006/07/24,573
Stanislas Wawrinka,2006/07/17,553
Stanislas Wawrinka,2006/07/10,553
Stanislas Wawrinka,2006/06/26,598
Stanislas Wawrinka,2006/06/19,598
Stanislas Wawrinka,2006/06/12,598
Stanislas Wawrinka,2006/05/29,683
Stanislas Wawrinka,2006/05/22,683
Stanislas Wawrinka,2006/05/15,683
Stanislas Wawrinka,2006/05/08,683
Stanislas Wawrinka,2006/05/01,728
Stanislas Wawrinka,2006/04/24,598
Stanislas Wawrinka,2006/04/17,673
Stanislas Wawrinka,2006/04/10,676
Stanislas Wawrinka,2006/04/03,676
Stanislas Wawrinka,2006/03/20,692
Stanislas Wawrinka,2006/03/13,677
Stanislas Wawrinka,2006/03/06,677
Stanislas Wawrinka,2006/02/27,677
Stanislas Wawrinka,2006/02/20,677
Stanislas Wawrinka,2006/02/13,707
Stanislas Wawrinka,2006/02/06,707
Stanislas Wawrinka,2006/01/30,748
Stanislas Wawrinka,2006/01/16,735
Stanislas Wawrinka,2006/01/09,665
Stanislas Wawrinka,2006/01/02,675
Stanislas Wawrinka,2005/12/26,675
Stanislas Wawrinka,2005/12/19,675
Stanislas Wawrinka,2005/12/12,675
Stanislas Wawrinka,2005/12/05,675
Stanislas Wawrinka,2005/11/28,675
Stanislas Wawrinka,2005/11/21,675
Stanislas Wawrinka,2005/11/14,675
Stanislas Wawrinka,2005/11/07,675
Stanislas Wawrinka,2005/10/31,636
Stanislas Wawrinka,2005/10/24,636
Stanislas Wawrinka,2005/10/17,636
Stanislas Wawrinka,2005/10/10,632
Stanislas Wawrinka,2005/10/03,632
Stanislas Wawrinka,2005/09/26,632
Stanislas Wawrinka,2005/09/19,652
Stanislas Wawrinka,2005/09/12,658
Stanislas Wawrinka,2005/08/29,587
Stanislas Wawrinka,2005/08/22,586
Stanislas Wawrinka,2005/08/15,637
Stanislas Wawrinka,2005/08/08,652
Stanislas Wawrinka,2005/08/01,652
Stanislas Wawrinka,2005/07/25,652
Stanislas Wawrinka,2005/07/18,658
Stanislas Wawrinka,2005/07/11,658
Stanislas Wawrinka,2005/07/04,548
Stanislas Wawrinka,2005/06/20,547
Stanislas Wawrinka,2005/06/13,551
Stanislas Wawrinka,2005/06/06,553
Stanislas Wawrinka,2005/05/23,467
Stanislas Wawrinka,2005/05/16,467
Stanislas Wawrinka,2005/05/09,467
Stanislas Wawrinka,2005/05/02,421
Stanislas Wawrinka,2005/04/25,427
Stanislas Wawrinka,2005/04/18,397
Stanislas Wawrinka,2005/04/11,394
Stanislas Wawrinka,2005/04/04,394
Stanislas Wawrinka,2005/03/21,362
Stanislas Wawrinka,2005/03/07,362
Stanislas Wawrinka,2005/02/28,377
Stanislas Wawrinka,2005/02/21,377
Stanislas Wawrinka,2005/02/14,346
Stanislas Wawrinka,2005/02/07,346
Stanislas Wawrinka,2005/01/31,291
Stanislas Wawrinka,2005/01/17,267
Stanislas Wawrinka,2005/01/10,267
Stanislas Wawrinka,2004/12/20,262
Stanislas Wawrinka,2004/12/13,262
Stanislas Wawrinka,2004/12/06,262
Stanislas Wawrinka,2004/11/29,262
Stanislas Wawrinka,2004/11/22,262
Stanislas Wawrinka,2004/11/15,262
Stanislas Wawrinka,2004/11/08,262
Stanislas Wawrinka,2004/11/01,262
Stanislas Wawrinka,2004/10/25,258
Stanislas Wawrinka,2004/10/18,262
Stanislas Wawrinka,2004/10/11,262
Stanislas Wawrinka,2004/10/04,262
Stanislas Wawrinka,2004/09/27,262
Stanislas Wawrinka,2004/09/20,242
Stanislas Wawrinka,2004/09/13,233
Stanislas Wawrinka,2004/08/30,241
Stanislas Wawrinka,2004/08/23,241
Stanislas Wawrinka,2004/08/16,241
Stanislas Wawrinka,2004/08/09,256
